30,9,2016,11,32,31,410,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,1263,3587,65535,39,1,3,86,0,0,0,10,40,0,11,2,2,1,2,49,0,0,28,0,1,47,0,0,1,0,37,16,24,21,10,42,20,25,41,52,17,56,34,10,31,32,0,0
30,9,2016,11,32,31,410,38,141,13,2.1464e+09,312,2.1464e+09,337,51,135,65535,528,2972,65535,39,1,3,62,2,12,0,10,40,0,11,2,2,1,2,73,0,0,4,0,1,8,1,0,7,1,52,0,24,3,24,40,19,1,15,19,1,25,34,10,31,32,0,0
30,9,2016,11,32,31,480,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,1470,2905,65535,39,1,4,79,3,4,0,10,40,0,11,2,2,1,2,1,0,0,12,0,1,40,0,0,3,1,19,9,24,18,1,41,48,26,42,16,0,0,2,10,31,32,0,0
30,9,2016,11,32,31,540,38,140,7,2.1464e+09,312,2.1464e+09,337,51,135,65535,68,1509,65535,39,1,5,78,35,34,0,10,80,0,11,2,2,1,2,0,0,0,12,0,1,46,1,0,7,0,48,0,0,0,0,0,0,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,32,31,540,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,518,688,65535,39,1,5,20,4,4,0,10,40,0,11,2,2,1,2,1,0,0,28,0,1,42,1,0,3,0,51,2,25,19,1,41,50,25,24,18,0,15,50,10,31,32,0,0
30,9,2016,11,32,31,540,38,141,13,2.1464e+09,312,2.1464e+09,337,55,135,65535,575,2862,65535,43,1,5,189,3,4,2,2,1,0,0,5,0,8,0,6,0,0,9,0,0,11,0,1,5,3,19,0,34,8,3,34,5,7,34,0,0,0,0,0,0,0,0,0
30,9,2016,11,32,31,660,38,140,7,2.1464e+09,312,2.1464e+09,337,51,135,65535,243,2518,65535,39,1,7,9,12,12,0,10,40,0,11,2,2,1,2,1,0,0,55,1,0,36,0,0,5,2,17,24,56,17,8,25,48,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,32,31,660,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,1378,3260,65535,39,1,7,15,0,0,4,10,40,0,11,2,2,1,2,0,0,0,28,0,1,34,1,0,3,0,49,9,41,16,0,0,0,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,32,31,900,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,1263,3587,65535,39,1,3,87,0,0,0,10,40,0,11,2,2,1,2,71,0,0,28,0,1,45,1,0,1,0,37,16,24,20,17,56,36,9,41,52,10,42,18,10,31,32,0,0
30,9,2016,11,32,31,900,38,141,13,2.1464e+09,312,2.1464e+09,337,55,135,65535,528,2972,65535,43,1,3,63,2,11,0,4,4,0,0,5,0,9,0,6,0,1,27,0,0,27,0,0,3,6,28,0,34,19,3,39,17,2,33,12,1,32,12,4,61,11,5,38
