30,9,2016,11,47,31,220,38,141,13,2.1464e+09,312,2.1464e+09,337,51,135,65535,61,3746,65535,39,1,0,33,6,8,0,10,40,0,11,2,2,1,2,71,0,0,20,0,0,37,1,0,3,0,49,24,56,1,9,40,1,10,26,17,0,8,18,10,31,32,0,0
30,9,2016,11,47,31,220,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,660,2084,65535,39,1,0,60,0,0,0,10,40,0,11,2,2,1,2,33,0,0,12,0,1,41,1,0,5,1,50,26,25,17,10,42,16,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,47,31,230,38,140,7,2.1464e+09,312,2.1464e+09,337,51,135,65535,1115,2803,65535,39,1,0,98,24,24,0,10,64,0,11,2,2,1,2,1,0,0,52,1,1,7,1,0,7,0,51,24,8,2,9,25,48,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,47,31,240,38,139,2,2.1464e+09,312,2.1464e+09,337,55,135,65535,806,3017,65535,43,1,0,14,6,27,0,20,16,0,5,9,0,0,0,6,0,1,36,0,0,36,0,0,0,6,49,3,35,2,1,35,20,8,38,14,6,39,11,7,34,11,9,37
30,9,2016,11,47,31,280,38,139,2,2.1464e+09,312,2.1464e+09,337,51,135,65535,176,225,65535,39,1,1,5,34,34,0,10,40,0,11,2,2,1,2,1,0,0,28,0,1,45,1,0,3,0,53,10,9,21,1,41,52,1,24,19,26,25,18,10,31,32,0,0
30,9,2016,11,47,31,280,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,338,490,65535,39,1,1,25,0,1,0,10,40,0,11,2,2,1,2,1,0,0,28,0,1,45,1,0,1,1,38,1,41,20,18,25,20,18,42,19,24,7,34,10,31,32,0,0
30,9,2016,11,47,31,340,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,747,1094,65535,39,1,2,100,0,2,0,10,40,0,11,2,2,1,2,1,0,0,28,0,1,43,0,0,3,0,53,10,42,20,8,15,48,26,25,16,0,0,2,10,31,32,0,0
30,9,2016,11,47,31,410,38,139,1,2.1464e+09,312,2.1464e+09,337,51,135,65535,1593,2153,65535,39,1,3,20,3,14,0,10,40,0,11,2,2,1,2,65,0,0,28,0,1,42,1,0,3,1,21,0,40,20,16,8,36,1,8,20,1,41,50,10,31,32,0,0
30,9,2016,11,47,31,410,38,139,2,2.1464e+09,312,2.1464e+09,337,51,135,65535,1810,3793,65535,39,1,3,186,7,8,0,10,40,0,11,2,2,1,2,16,0,0,28,0,1,34,0,0,1,6,16,10,25,16,0,0,0,0,0,0,0,0,2,10,31,32,0,0
30,9,2016,11,47,31,410,38,139,3,2.1464e+09,312,2.1464e+09,337,51,135,65535,232,2882,65535,39,1,3,52,0,0,0,10,40,0,11,2,2,1,2,109,0,0,28,0,1,43,1,0,1,0,36,25,14,52,2,25,19,16,24,51,2,42,18,10,31,32,0,0
